mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.2507272720336914,0.01993285283016772,0.025743532180786132,0.010335479223026618,3,20,25,"{'max_depth': 3, 'max_features': 20, 'n_estimators': 25}",0.775978835978836,0.6661375661375661,0.7366220735785953,0.7264841137123745,0.7492683946488294,0.7308981968112402,0.03637558075537685,42
0.9013115406036377,0.27334540859342404,0.046603822708129884,0.032596742843014705,3,20,50,"{'max_depth': 3, 'max_features': 20, 'n_estimators': 50}",0.7885714285714286,0.6667724867724868,0.7315008361204014,0.731814381270903,0.741220735785953,0.7319759737042346,0.03883363931817068,34
1.4988926887512206,0.16109446598211855,0.06611099243164062,0.01735313106560943,3,20,150,"{'max_depth': 3, 'max_features': 20, 'n_estimators': 150}",0.7853968253968254,0.6731216931216931,0.7357859531772576,0.7382943143812709,0.7362040133779265,0.7337605598909948,0.035704351810777045,30
0.0675278663635254,0.021197410641350112,0.02902817726135254,0.012917855573612661,5,4,3,"{'max_depth': 5, 'max_features': 4, 'n_estimators': 3}",0.7229629629629629,0.6116402116402118,0.628239966555184,0.6664924749163879,0.7919105351170568,0.6842492302383606,0.06605167557199114,97
0.07046785354614257,0.015055331614756253,0.014722108840942383,0.003622759999144112,5,4,5,"{'max_depth': 5, 'max_features': 4, 'n_estimators': 5}",0.7283597883597884,0.6549206349206349,0.6894857859531772,0.6521739130434783,0.8087374581939799,0.7067355160942117,0.05801949495053617,81
0.08563365936279296,0.011248651453806961,0.0326690673828125,0.010752547302425496,5,4,10,"{'max_depth': 5, 'max_features': 4, 'n_estimators': 10}",0.7576719576719576,0.6874074074074074,0.7170777591973243,0.7017140468227425,0.7920150501672242,0.7311772442533312,0.03843405408423331,41
0.22906060218811036,0.012222053985832856,0.01965017318725586,0.007545540826365755,5,4,25,"{'max_depth': 5, 'max_features': 4, 'n_estimators': 25}",0.7712169312169311,0.6971428571428572,0.7381897993311036,0.745819397993311,0.7774874581939799,0.7459712887756365,0.028549612192047574,2
0.5507112503051758,0.08998368926571992,0.06744046211242676,0.08597474866680621,5,4,50,"{'max_depth': 5, 'max_features': 4, 'n_estimators': 50}",0.7868783068783068,0.6888888888888889,0.7422658862876254,0.7385033444816053,0.7527173913043479,0.7418507635681548,0.03150206649050219,10
1.6126085758209228,0.1031428191363101,0.0556891918182373,0.006302493576196897,5,4,150,"{'max_depth': 5, 'max_features': 4, 'n_estimators': 150}",0.7972486772486773,0.6715343915343914,0.737876254180602,0.7577341137123746,0.7493729096989967,0.7427532692750084,0.040826238260413115,7
0.0579829216003418,0.015097593897445355,0.017669486999511718,0.007079258727922983,5,7,3,"{'max_depth': 5, 'max_features': 7, 'n_estimators': 3}",0.6639153439153439,0.6377777777777778,0.7219899665551838,0.695443143812709,0.6862458193979933,0.6810744102918015,0.02855282355721251,101
0.07075643539428711,0.02162107142812136,0.015900897979736327,0.003680407905168551,5,7,5,"{'max_depth': 5, 'max_features': 7, 'n_estimators': 5}",0.7,0.6343915343915343,0.7412207357859532,0.7130016722408027,0.7525083612040133,0.7082244607244608,0.0414525814023204,80
0.1195094108581543,0.023536520434280908,0.024127960205078125,0.013850569673633404,5,7,10,"{'max_depth': 5, 'max_features': 7, 'n_estimators': 10}",0.7378835978835978,0.6817989417989418,0.7497909698996656,0.7127926421404682,0.7425794314381271,0.7249691166321601,0.024919718856239233,58
0.2544548034667969,0.025914786356158657,0.019736719131469727,0.0058755689664641494,5,7,25,"{'max_depth': 5, 'max_features': 7, 'n_estimators': 25}",0.76,0.6855026455026455,0.733695652173913,0.7410117056856188,0.7696488294314381,0.7379717665587231,0.029220590101193596,20
